"id","name","full_name","owner_id","html_url","description","homepage","language","stargazers_count","watchers_count","forks_count","open_issues_count","score","license_key","license_name","readme_size","readme_has_images","readme_has_icons","year"
22534855,"The-Geography-of-the-Region-about-Devil-s-Lake-and-the-Dalles-of-the-Wisconsin_38148","GITenberg/The-Geography-of-the-Region-about-Devil-s-Lake-and-the-Dalles-of-the-Wisconsin_38148",1957667,"https://github.com/GITenberg/The-Geography-of-the-Region-about-Devil-s-Lake-and-the-Dalles-of-the-Wisconsin_38148","The Geography of the Region about Devil`s Lake and the Dalles of the Wisconsin by Atwood, Wallace W. Salisbury, Rollin D.
 is a Project Gutenberg book, now on Github.","https://www.GITenberg.org/","HTML",0,0,0,0,1,"other","Other",NULL,0,0,2014
375819796,"The-Indians-in-Wisconsin-s-History_65504","GITenberg/The-Indians-in-Wisconsin-s-History_65504",1957667,"https://github.com/GITenberg/The-Indians-in-Wisconsin-s-History_65504","The Indians in Wisconsin`s History by John M. Douglass is a Project Gutenberg book, now on Github.","https://www.GITenberg.org/","HTML",0,0,0,0,1,"other","Other",NULL,0,0,2021
187671237,"the-lake-debate","datahub/the-lake-debate",3492801,"https://github.com/datahub/the-lake-debate","Who has more lakes: Minnesota or Wisconsin?","https://www.politifact.com/wisconsin/statements/2019/may/23/sara-meaney/who-has-more-lakes-minnesota-or-wisconsin/","Makefile",2,2,1,0,1,NULL,NULL,899,0,0,2019
150203403,"The-Wisconsin-Magazine-of-History-Volume-1-1917-1918_57176","GITenberg/The-Wisconsin-Magazine-of-History-Volume-1-1917-1918_57176",1957667,"https://github.com/GITenberg/The-Wisconsin-Magazine-of-History-Volume-1-1917-1918_57176","The Wisconsin Magazine of History, Volume 1, 1917-1918 by Various is a Project Gutenberg book, now on Github.","https://www.GITenberg.org/","HTML",0,0,0,0,1,"other","Other",NULL,0,0,2018
150050027,"The-Yankee-and-the-Teuton-in-Wisconsin_56012","GITenberg/The-Yankee-and-the-Teuton-in-Wisconsin_56012",1957667,"https://github.com/GITenberg/The-Yankee-and-the-Teuton-in-Wisconsin_56012","The Yankee and the Teuton in Wisconsin by Joseph Schafer is a Project Gutenberg book, now on Github.","https://www.GITenberg.org/","HTML",0,0,0,0,1,"other","Other",NULL,0,0,2018
544706134,"THEATRE338-Light-Control-Project","nathen418/THEATRE338-Light-Control-Project",23101313,"https://github.com/nathen418/THEATRE338-Light-Control-Project","Let you change the color of an LED with a tweet, or turn on a particular color with that same tweet. Made for the Create A Light project for my Lighting Productuon (THEATRE 338) class at the University of Wisconsin Milwaukee","https://nathen418.com","C++",0,0,0,0,1,"mit","MIT License",1196,1,0,2022
51553383,"Three-Wisconsin-Cushings-A-sketch-of-the-lives-of-Howard-B-Alonzo-H-and-William-B-Cushing-chi__50549","GITenberg/Three-Wisconsin-Cushings-A-sketch-of-the-lives-of-Howard-B-Alonzo-H-and-William-B-Cushing-chi__50549",1957667,"https://github.com/GITenberg/Three-Wisconsin-Cushings-A-sketch-of-the-lives-of-Howard-B-Alonzo-H-and-William-B-Cushing-chi__50549",NULL,"https://www.GITenberg.org/","HTML",0,0,0,0,1,"other","Other",NULL,0,0,2016
79287660,"umbrella-wcij","INN/umbrella-wcij",1553533,"https://github.com/INN/umbrella-wcij","umbrella repository for Wisconsin Center for Investigative Journalism site","http://wisconsinwatch.org","CSS",0,0,1,3,1,"gpl-2.0","GNU General Public License v2.0",411,0,0,2017
463659838,"unplugged-retreat","betweenbrackets/unplugged-retreat",52339819,"https://github.com/betweenbrackets/unplugged-retreat","Built a Flexbox site from a PSD for an unplugged retreat space somewhere in Wisconsin. Bringing dark chocolate for the s`mores.","https://betweenbrackets.github.io/unplugged-retreat/","HTML",0,0,0,0,1,"mit","MIT License",NULL,0,0,2022
190660128,"updated_portfolio","johnpgeipel/updated_portfolio",47228329,"https://github.com/johnpgeipel/updated_portfolio","This is an updated representation of the skills and projects mastered during my time in the Trilogy Coding Bootcamp at the University of Wisconsin-Extension School.","https://johnpgeipel.github.io/updated_portfolio/","HTML",0,0,0,1,1,NULL,NULL,981,1,0,2019
290358364,"UW-Madison-Covid-19","davidteather/UW-Madison-Covid-19",34144122,"https://github.com/davidteather/UW-Madison-Covid-19","This is a dashboard to keep track of the current cases of coronavirus in and around the University of Wisconsin Madison.","http://madisoncovid19.com/","TypeScript",1,1,0,1,1,"mit","MIT License",910,0,0,2020
114427066,"UWMGradeReport","zhang5690889/UWMGradeReport",4550260,"https://github.com/zhang5690889/UWMGradeReport","Academic report from University of Wisconsin Milwaukee","http://uwmgrade.xyz/","CSS",0,0,0,0,1,NULL,NULL,114,0,0,2017
14805462,"uwo-map","uwosh/uwo-map",10035119,"https://github.com/uwosh/uwo-map","Source files for the University of Wisconsin Oshkosh`s map pages and app.","http://www.uwosh.edu/map","JavaScript",0,0,0,0,1,NULL,NULL,116,0,0,2013
585300462,"VentureWisconsinDB","Milk-Maven/VentureWisconsinDB",47264648,"https://github.com/Milk-Maven/VentureWisconsinDB",NULL,"https://venture-wisconsin-db.vercel.app","JavaScript",0,0,0,0,1,NULL,NULL,NULL,0,0,2023
3453653,"VisAD","julienchastang/VisAD",229955,"https://github.com/julienchastang/VisAD","git mirror of VisAD built by Bill Hibbard and the Space Science and Engineering Center at the University of Wisconsin-Madison","http://www.ssec.wisc.edu/~billh/visad.html","Java",2,2,2,0,1,NULL,NULL,994,1,0,2012
98044648,"Voronoi-Google-Maps","cdhagmann/Voronoi-Google-Maps",4440901,"https://github.com/cdhagmann/Voronoi-Google-Maps","Voronoi Diagram Map of Madison Wisconsin Public Libraries","http://cdhagmann.com/Voronoi-Google-Maps/","JavaScript",1,1,0,0,1,"unlicense","The Unlicense",126,0,0,2017
100068510,"w2helper","clong-/w2helper",9287144,"https://github.com/clong-/w2helper","An app to help small businesses in Wisconsin electronically file their W2s (efw2) to the state.","https://w2helper.firebaseapp.com","JavaScript",0,0,0,0,1,NULL,NULL,NULL,0,0,2017
594305412,"wahf","dsilvers/wahf",284929,"https://github.com/dsilvers/wahf","Wisconsin Aviation Hall of Fame (wahf.org)","https://wahf.org","Python",0,0,0,6,1,NULL,NULL,2542,0,0,2023
305003569,"wa_simulator","WisconsinAutonomous/wa_simulator",56837782,"https://github.com/WisconsinAutonomous/wa_simulator","Simulator for the Wisconsin Autonomous student organization at the University of Wisconsin-Madison","https://wisconsinautonomous.github.io/wa_simulator","Python",4,4,1,0,1,"bsd-3-clause","BSD 3-Clause ""New"" or ""Revised"" License",5001,1,0,2020
610487895,"wcst","altunf/wcst",116505991,"https://github.com/altunf/wcst","wisconsin card sorting test (WCST)","https://wisconsintest.netlify.app","JavaScript",3,3,0,0,1,"mit","MIT License",1518,1,0,2023
1450782,"wff","whilp/wff",189851,"https://github.com/whilp/wff","Wisconsin Film Fest selections.","http://will.m.aier.us/wff","Python",1,1,0,0,1,NULL,NULL,NULL,0,0,2011
248353146,"wi-outbreak","nicrmurphy/wi-outbreak",49951136,"https://github.com/nicrmurphy/wi-outbreak","Live Map and Statistics of COVID-19 in Wisconsin","https://kapu-kawhe.com/wi-outbreak","JavaScript",0,0,0,0,1,NULL,NULL,621,0,1,2020
58254,"wi-thesis-template","willb/wi-thesis-template",1161,"https://github.com/willb/wi-thesis-template","LaTeX dissertation template for the University of Wisconsin--Madison","http://pages.cs.wisc.edu/~willb/","TeX",50,50,35,1,1,"other","Other",NULL,0,0,2008
54809503,"wi-voters","armollica/wi-voters",5270903,"https://github.com/armollica/wi-voters","Wisconsin 2014 Elections","http://armollica.github.io/wi-voters","JavaScript",1,1,1,0,1,NULL,NULL,130,0,0,2016
55262164,"wisc-exit-polls","datahub/wisc-exit-polls",3492801,"https://github.com/datahub/wisc-exit-polls","Plotting Wisconsin Exit Polls: April 5th & Nov. 8th","http://www.jsonline.com/news/statepolitics/2016-wisconsin-primary-election-exit-polls-374606101.html | http://projects.jsonline.com/news/2016/11/8/2016-presidential-election-exit-polls.html","HTML",0,0,0,0,1,NULL,NULL,NULL,0,0,2016
151611103,"wisconsin-cancer-prediction","vedangwartikar/wisconsin-cancer-prediction",43764240,"https://github.com/vedangwartikar/wisconsin-cancer-prediction","Predicting whether the tumor is Benign or Malignant using custom built K Nearest Neighbor","https://archive.ics.uci.edu/ml/datasets/Breast+Cancer+Wisconsin+(Diagnostic)","Python",0,0,0,0,1,NULL,NULL,1115,0,0,2018
607898245,"Wisconsin-Card-Sorting-Game","tzutzush/Wisconsin-Card-Sorting-Game",116487209,"https://github.com/tzutzush/Wisconsin-Card-Sorting-Game","Implementation of the Wisconsin Card Sorting Test that is used in clinical psychology to determine possible brain damage","https://www.psytoolkit.org/experiment-library/wcst.html","TypeScript",0,0,0,1,1,NULL,NULL,1058,0,0,2023
285091735,"Wisconsin-Covid-Dashboard","max-richter/Wisconsin-Covid-Dashboard",32800213,"https://github.com/max-richter/Wisconsin-Covid-Dashboard","This tool allows users to retrieve the latest COVID-19 data/statistics from each county in Wisconsin.","https://maxrichter.me/Wisconsin-Covid-Dashboard/","JavaScript",0,0,0,18,1,"mit","MIT License",2714,0,0,2020
762753470,"Wisconsin-Family-Home-Finder","Kirtandusi/Wisconsin-Family-Home-Finder",67548970,"https://github.com/Kirtandusi/Wisconsin-Family-Home-Finder","DotData 2024","http://www.wischomehelper.com","Jupyter Notebook",0,0,1,0,1,NULL,NULL,NULL,0,0,2024
22554521,"Wisconsin-in-Story-and-Song-Selections-from-the-Prose-and-Poetry-of-Badger-State-Writers_41344","GITenberg/Wisconsin-in-Story-and-Song-Selections-from-the-Prose-and-Poetry-of-Badger-State-Writers_41344",1957667,"https://github.com/GITenberg/Wisconsin-in-Story-and-Song-Selections-from-the-Prose-and-Poetry-of-Badger-State-Writers_41344","Wisconsin in Story and Song;Selections from the Prose and Poetry of Badger State Writers by Hippensteel, Henry Sherman Rounds, Charles R. Various
 is a Project Gutenberg book, now on Github.","https://www.GITenberg.org/","HTML",0,0,0,0,1,"other","Other",NULL,0,0,2014
80371374,"wisconsin-refugees","kmcgillivray/wisconsin-refugees",5005357,"https://github.com/kmcgillivray/wisconsin-refugees","An interactive data visualization of refugee resettlements in Wisconsin from 2002-2016.","http://kmcgillivray.github.io/wisconsin-refugees","JavaScript",0,0,0,0,1,NULL,NULL,NULL,0,0,2017
402725684,"wisconsin978","wisconsin978/wisconsin978",90037776,"https://github.com/wisconsin978/wisconsin978","Config files for my GitHub profile.","https://github.com/wisconsin978",NULL,0,0,0,0,1,NULL,NULL,NULL,0,0,2021
328187371,"WisconsinAutonomous.github.io","WisconsinAutonomous/WisconsinAutonomous.github.io",56837782,"https://github.com/WisconsinAutonomous/WisconsinAutonomous.github.io",NULL,"https://wisconsinautonomous.github.io","SCSS",0,0,2,0,1,"bsd-3-clause","BSD 3-Clause ""New"" or ""Revised"" License",1301,1,0,2021
465306061,"Wisconsindaddyfox","Wisconsindaddyfox/Wisconsindaddyfox",100776469,"https://github.com/Wisconsindaddyfox/Wisconsindaddyfox","Config files for my GitHub profile.","https://github.com/Wisconsindaddyfox",NULL,0,0,0,0,1,NULL,NULL,NULL,0,0,2022
9536976,"wisconsinengineer.com","alexebird/wisconsinengineer.com",120678,"https://github.com/alexebird/wisconsinengineer.com","(former) Wisconsin Engineer Magazine website","http://old.wisconsinengineer.com/","D",0,0,0,0,1,NULL,NULL,NULL,0,0,2013
275472436,"wisconsininternet","shortnd/wisconsininternet",24834093,"https://github.com/shortnd/wisconsininternet",NULL,"https://wisconsininternet.vercel.app","JavaScript",0,0,0,8,1,NULL,NULL,1745,0,0,2020
18010163,"wisconsinlinux.github.io","wisconsinlinux/wisconsinlinux.github.io",7031324,"https://github.com/wisconsinlinux/wisconsinlinux.github.io","The index.html behind","http://wisconsinlinux.org/","HTML",2,2,2,0,1,NULL,NULL,NULL,0,0,2014
461617360,"wisconsinmusic.net","craigerskine/wisconsinmusic.net",56437,"https://github.com/craigerskine/wisconsinmusic.net","wisconsinmusic.net","https://wisconsinmusic.net","Nunjucks",0,0,0,0,1,"apache-2.0","Apache License 2.0",220,0,0,2022
470897821,"Wisconsinn","Wisconsinn/Wisconsinn",74893448,"https://github.com/Wisconsinn/Wisconsinn","Config files for my GitHub profile.","https://github.com/Wisconsinn",NULL,0,0,0,0,1,NULL,NULL,NULL,0,0,2022
574730089,"WisconsinRacingWebsite","Aaryush1/WisconsinRacingWebsite",90868162,"https://github.com/Aaryush1/WisconsinRacingWebsite","New website build for UW-Madison Formula SAE. Will eventually replace wisconsinracing.org","wisconsin-racing-website.vercel.app","TypeScript",0,0,0,0,1,"mit","MIT License",201,0,0,2022
512334832,"WisconsinsDrink","WisconsinsDrink/WisconsinsDrink",109010520,"https://github.com/WisconsinsDrink/WisconsinsDrink","Config files for my GitHub profile.","https://github.com/WisconsinsDrink",NULL,0,0,0,0,1,NULL,NULL,352,0,0,2022
60433044,"wisconsinux","headwayio/wisconsinux",11925831,"https://github.com/headwayio/wisconsinux",NULL,"http://wisconsinux.com","JavaScript",0,0,0,0,1,NULL,NULL,13,0,0,2016
35544118,"WishGLD","hipercog/WishGLD",76482586,"https://github.com/hipercog/WishGLD","Wisconsin-ish Global-Local Dissociation protocol","http://dx.doi.org/10.3389/fpsyg.2016.00238","Python",0,0,0,0,1,"other","Other",1880,0,0,2015
293184633,"WRover_Software","WisconsinRobotics/WRover_Software",12723622,"https://github.com/WisconsinRobotics/WRover_Software","The software system for the 2023 Wisconsin Robotics URC rover.","https://wisconsinrobotics.github.io/WRover_Software/","Python",6,6,1,25,1,"mit","MIT License",2694,1,0,2020
737655094,"zekunbillwang","zekunbillwang/zekunbillwang",79238498,"https://github.com/zekunbillwang/zekunbillwang","Welcome to Zekun (Bill) Wang ()`s homepage. I am currently a graduate student at the Department of Statistics at the University of WisconsinMadison. ","https://zekunbillwang.github.io/",NULL,0,0,0,0,1,"mit","MIT License",13,0,0,2023
3608961,"_sunlight-ft-map","chrislkeller/_sunlight-ft-map",433780,"https://github.com/chrislkeller/_sunlight-ft-map","Uses the sunlight python library to write Wisconsin state senators data to csv, which is written to the fusion tables python library and mapped using the Google maps and fusion tables API.","http://projects.chrislkeller.com/demos/sunlight-ft-map/","Python",1,1,0,1,1,NULL,NULL,155,0,0,2012
